"Engine.rpm","Lub.oil.pressure","Fuel.pressure","Coolant.pressure","lub.oil.temp","Coolant.temp","Engine.Condition"
0.452608376193975,0.370482676136846,0.789434479838355,0.673041474397874,0.702246254791482,0.583900471376938,1
0.32035268185158,0.447876460389478,0.438656093760219,0.224989444133116,0.352174533132062,0.525787656684918,1
0.835415135929464,0.617736451619675,0.447100015837397,0.468632848507804,0.27817667481899,0.409470195231501,0
0.464364437913299,0.548248713650908,0.355553326143519,0.520928771892745,0.674995079173187,0.530077467617511,1
0.47391623806025,0.593920823172164,0.682294482652727,0.500149814059684,0.361426858482811,0.29250622928098,1
0.559147685525349,0.764540184909137,0.243444387456313,0.746484640575867,0.272725836260995,0.258109835810647,0
0.543717854518736,0.576738226552475,0.510520266199082,0.275138703974112,0.314617581935525,0.686618716516048,0
0.842027920646583,0.525195331234422,0.725691732492068,0.387263609706455,0.333179698009671,0.709337559444191,0
0.333578251285819,0.662499456396308,0.515073874577606,0.44095681910861,0.485325914090113,0.570695020970839,1
0.8104335047759,0.386834186403874,0.46122166723143,0.387935779910811,0.371344889437122,0.681457261267001,1
0.38574577516532,0.578164724305749,0.675720398505617,0.634515031763231,0.32634468854245,0.406777920020228,1
0.383541513592946,0.333904536040147,0.367420293069236,0.404965936819425,0.210784166576636,0.469615623989636,1
0.21895664952241,0.315756437931624,0.520479450807803,0.57734887750049,0.311022289717487,0.291104592807701,1
0.34974283614989,0.425675250511576,0.785390839423275,0.387684629664643,0.320984734818997,0.265986201896019,1
0.501836884643644,0.718195816866394,0.501837363685189,0.303052867521236,0.744964258597491,0.543918219242291,0
0.554004408523145,0.516550191402889,0.278348355791397,0.453278569707297,0.325115295966014,0.793127352991443,1
0.301983835415136,0.516726159302714,0.493781699438264,0.65434841543377,0.325434982529448,0.354973826314091,1
0.923585598824394,0.723061057920415,0.414234070091187,0.317994955469602,0.306950746617232,0.503516047051613,0
0.855988243938281,0.365148484755276,0.418082503796455,0.87781132895519,0.3021271062494,0.318795840378915,1
0.451873622336517,0.680635483717287,0.490856869913179,0.277545988235858,0.306184479760699,0.744308901535513,0
0.258633357825129,0.66162032594188,0.497937491645044,0.495826471189459,0.355530238697516,0.606245842143253,1
0.588537839823659,0.270207328240981,0.425243060946234,0.498706761194273,0.323271024723763,0.578597905431263,1
0.366642174871418,0.519986192590222,0.411433411340691,0.34428508091896,0.268488714021527,0.261571756502273,1
0.506245407788391,0.511783245699938,0.461236593484032,0.718449204691141,0.145864249416286,0.192189871371113,1
0.523144746509919,0.7201216237648,0.361326699149003,0.390660202186901,0.658055390345005,0.459494604789422,0
0.37252020573108,0.763225705968728,0.52617931029305,0.588878294121721,0.256469273108883,0.146093816279253,1
0.272593681116826,0.745041172815546,0.935446435081511,0.518293624867129,0.508148340099197,0.413627574899879,1
0.711976487876561,0.377137549318737,0.281880586428526,0.996477265931026,0.247558365734685,0.41859063104414,0
0.412931667891256,0.314870688514342,0.565992065410333,0.642220595185341,0.212700121524051,0.720162683702642,1
0.525349008082292,0.724391119147193,0.82432506693736,0.670733478910764,0.342478772817118,0.363065211382751,1
0.928728875826598,0.536922989747597,0.48779517985101,0.309512885413272,0.720297248620612,0.579781908969232,1
0.404849375459221,0.414549829338776,0.443774795180001,0.427690874332227,0.275858793609718,0.196881679454679,1
0.628214548126378,0.592525309300127,0.181516687012667,0.395288462164857,0.270399212976163,0.653163652368315,0
0.421013960323292,0.665888544250293,0.197484323545271,0.841933773655691,0.242436324952318,0.746552688403915,0
0.458486407053637,0.445511326981635,0.340538907478403,0.619217459469531,0.336291457386049,0.445754446873539,1
0.678177810433505,0.451837307903317,0.319629581205098,0.432777199010725,0.305681164153011,0.597250758714348,1
0.506245407788391,0.486595228586439,0.518519223383784,0.960189679064716,0.248212279777864,0.722619076585526,1
0.955914768552535,0.43054774187415,0.352875758598199,0.424193510541627,0.235412463212262,0.693591737351428,1
0.422483468038207,0.475614669758902,0.265072203873621,0.221364635682182,0.692056769849129,0.412125988039526,0
0.49008082292432,0.7129401102361,0.294000833464688,0.525663837356786,0.285424109034874,0.841363025964949,1
0.37252020573108,0.414704095742731,0.348390507523522,0.458727622750967,0.399711955237209,0.57486332453049,1
0.706833210874357,0.451119545376079,0.420962469912634,0.236199049429924,0.34953629609383,0.640159760628486,0
0.547391623806025,0.524063500654624,0.408909400690462,0.483788311604126,0.828897739909047,0.38808416094782,0
0.644379132990448,0.167374979673032,0.46260756767929,0.471146921940753,0.258891199914235,0.888363181383485,1
0.449669360764144,0.80391818547298,0.80140829694576,0.306990011054528,0.245523382844425,0.613754342240564,1
0.564290962527553,0.515655670595151,0.388833580761256,0.301666053963716,0.286537819448418,0.312029220530328,1
0.457016899338722,0.423952195184701,0.360173424344931,0.475939754378982,0.279361109949207,0.386692471827273,1
0.600293901542983,0.592348439100005,0.307263853009905,0.496128090148289,0.416679620678833,0.641579937584074,0
0.481998530492285,0.759631942087781,0.454887078459571,0.516485303811872,0.205328650279802,0.555172770033661,0
0.418809698750918,0.690735663120309,0.401471272314809,0.636977823917603,0.318888913392113,0.160096358223114,1
0.510653930933137,0.292588280371596,0.923085341868916,0.217027387870431,0.31793930447589,0.678273934323963,0
0.369581190301249,0.364130063800434,0.30001270505193,0.367373584152996,0.286725575812646,0.401033136583568,0
0.388684790595151,0.598423533754662,0.354892588743922,0.478056811495832,0.578694279629046,0.563089287124225,1
0.445995591476855,0.35188004516342,0.535679252569874,0.311867120032653,0.206522801261445,0.290756334239052,1
